,Date,Close,Open,High,Low,Volume,Change
82,2020-05-04,1895.37,1906.42,1918.66,1894.29,1150000000.0,-0.0268
83,2020-05-06,1928.76,1919.45,1928.76,1902.55,1080000000.0,0.0176
84,2020-05-07,1928.61,1922.0,1938.5,1918.57,775660000.0,-0.0001
85,2020-05-08,1945.82,1944.94,1956.89,1942.54,784770000.0,0.0089
86,2020-05-11,1935.4,1953.51,1960.46,1932.87,591280000.0,-0.0054
87,2020-05-12,1922.17,1938.62,1938.62,1905.17,799930000.0,-0.0068000000000000005
88,2020-05-13,1940.42,1897.5,1940.42,1897.24,618780000.0,0.0095
89,2020-05-14,1924.96,1922.44,1931.43,1913.49,760650000.0,-0.008
90,2020-05-15,1927.28,1937.63,1938.59,1913.21,866360000.0,0.0012
91,2020-05-18,1937.11,1934.51,1943.07,1921.14,761690000.0,0.0051
92,2020-05-19,1980.61,1977.47,1983.77,1968.59,773410000.0,0.0225
93,2020-05-20,1989.64,1972.12,1992.2,1972.12,699450000.0,0.0046
94,2020-05-21,1998.31,2003.2,2004.95,1993.0,601200000.0,0.0044
95,2020-05-22,1970.13,2001.6,2002.65,1961.4,847470000.0,-0.0141
96,2020-05-25,1994.6,1980.51,1994.9,1967.84,641460000.0,0.0124
97,2020-05-26,2029.78,2001.0,2029.89,1997.94,1020000000.0,0.0176
98,2020-05-27,2031.2,2027.9,2043.44,2019.82,1180000000.0,0.0007000000000000001
99,2020-05-28,2028.54,2047.08,2054.52,2003.75,1170000000.0,-0.0013
100,2020-05-29,2029.6,2018.37,2038.89,2006.62,1090000000.0,0.0005
101,2020-06-01,2065.08,2037.04,2065.38,2035.63,997350000.0,0.0175
102,2020-06-02,2087.19,2061.45,2089.43,2059.14,1000000000.0,0.010700000000000001
103,2020-06-03,2147.0,2108.55,2156.55,2107.69,1150000000.0,0.0287
104,2020-06-04,2151.18,2181.64,2191.0,2139.68,1390000000.0,0.0019
105,2020-06-05,2181.87,2151.17,2187.25,2138.18,854590000.0,0.0143
106,2020-06-08,2184.29,2215.6,2217.21,2174.96,854040000.0,0.0011
107,2020-06-09,2188.92,2206.23,2212.17,2166.01,817080000.0,0.0021
108,2020-06-10,2195.69,2187.91,2200.68,2178.12,706290000.0,0.0031
109,2020-06-11,2176.78,2184.36,2200.72,2148.51,827380000.0,-0.0086
110,2020-06-12,2132.3,2088.24,2137.12,2084.63,689900000.0,-0.0204
111,2020-06-15,2030.82,2114.41,2129.67,2030.82,1070000000.0000001,-0.047599999999999996
112,2020-06-16,2138.05,2091.09,2138.08,2079.02,973640000.0,0.0528
113,2020-06-17,2141.05,2133.18,2154.37,2105.26,927520000.0,0.0014000000000000002
114,2020-06-18,2133.48,2134.35,2145.13,2120.29,767180000.0,-0.0034999999999999996
115,2020-06-19,2141.32,2153.09,2153.57,2108.91,1080000000.0,0.0037
116,2020-06-22,2126.73,2126.38,2142.88,2122.1,789370000.0,-0.0068000000000000005
117,2020-06-23,2131.24,2149.13,2158.15,2110.51,917570000.0,0.0021
118,2020-06-24,2161.51,2145.93,2171.86,2143.91,913900000.0,0.014199999999999999
119,2020-06-25,2112.37,2130.45,2143.33,2112.37,1020000000.0,-0.0227
120,2020-06-26,2134.65,2137.47,2142.04,2115.25,761040000.0,0.0105
121,2020-06-29,2093.48,2105.54,2120.5,2087.84,643160000.0,-0.019299999999999998
122,2020-06-30,2108.33,2124.38,2134.38,2108.26,708600000.0,0.0070999999999999995
123,2020-07-01,2106.7,2128.81,2133.55,2101.33,1120000000.0,-0.0008
124,2020-07-02,2135.37,2116.72,2135.37,2113.98,1090000000.0,0.013600000000000001
125,2020-07-03,2152.41,2147.89,2153.54,2135.3,770050000.0,0.008
126,2020-07-06,2187.93,2158.95,2191.28,2157.71,666900000.0,0.0165
127,2020-07-07,2164.17,2202.04,2206.79,2164.03,847430000.0,-0.0109
128,2020-07-08,2158.88,2166.76,2173.83,2150.89,677810000.0,-0.0024
129,2020-07-09,2167.9,2171.15,2181.48,2166.74,619370000.0,0.0042
130,2020-07-10,2150.25,2171.44,2171.52,2140.29,886990000.0,-0.008100000000000001
131,2020-07-13,2186.06,2170.51,2188.8,2163.07,650230000.0,0.0167
132,2020-07-14,2183.61,2176.43,2183.61,2165.6,810950000.0,-0.0011
133,2020-07-15,2201.88,2208.73,2216.97,2190.66,830270000.0,0.0084
134,2020-07-16,2183.76,2203.3,2207.34,2177.82,784640000.0,-0.008199999999999999
135,2020-07-17,2201.19,2187.85,2204.2,2187.85,569300000.0,0.008
136,2020-07-20,2198.2,2209.59,2209.59,2183.83,686820000.0,-0.0014000000000000002
137,2020-07-21,2228.83,2219.19,2234.86,2214.28,918480000.0,0.0139
138,2020-07-22,2228.66,2228.2,2238.86,2221.62,856220000.0,-0.0001
139,2020-07-23,2216.19,2227.24,2227.24,2202.99,934540000.0,-0.005600000000000001
140,2020-07-24,2200.44,2196.73,2219.57,2195.49,1000000000.0,-0.0070999999999999995
141,2020-07-27,2217.86,2203.48,2231.25,2203.48,928620000.0,0.0079
142,2020-07-28,2256.99,2238.19,2266.0,2237.21,866720000.0,0.0176
143,2020-07-29,2263.16,2258.35,2276.79,2252.24,899490000.0,0.0027
144,2020-07-30,2267.01,2275.33,2281.33,2263.81,713040000.0,0.0017000000000000001
145,2020-07-31,2249.37,2278.53,2281.41,2248.49,739690000.0,-0.0078000000000000005
146,2020-08-03,2251.04,2251.65,2254.38,2237.04,648460000.0,0.0007000000000000001
147,2020-08-04,2279.97,2272.33,2284.66,2269.69,722910000.0,0.0129
148,2020-08-05,2311.86,2289.23,2312.14,2283.95,841300000.0,0.013999999999999999
149,2020-08-06,2342.61,2322.64,2352.48,2322.64,797150000.0,0.013300000000000001
150,2020-08-07,2351.67,2349.25,2362.24,2333.62,812590000.0,0.0039000000000000003
151,2020-08-10,2386.38,2353.92,2390.51,2349.33,784620000.0,0.0148
152,2020-08-11,2418.67,2396.11,2429.36,2396.11,843440000.0,0.013500000000000002
153,2020-08-12,2432.35,2414.78,2432.35,2393.27,763730000.0,0.005699999999999999
154,2020-08-13,2437.53,2455.28,2458.17,2412.49,907220000.0,0.0021
155,2020-08-14,2407.49,2427.85,2435.0,2383.69,968120000.0,-0.0123
156,2020-08-18,2348.24,2405.84,2419.65,2336.78,909750000.0,-0.0246
157,2020-08-19,2360.54,2370.87,2380.1,2353.17,637960000.0,0.0052
158,2020-08-20,2274.22,2339.91,2357.08,2270.85,903740000.0,-0.0366
159,2020-08-21,2304.59,2306.16,2329.34,2280.97,865730000.0,0.0134
160,2020-08-24,2329.83,2309.38,2332.33,2283.48,649280000.0,0.011000000000000001
161,2020-08-25,2366.73,2352.15,2369.78,2340.97,771580000.0,0.0158
162,2020-08-26,2369.32,2367.74,2374.68,2336.98,956480000.0,0.0011
163,2020-08-27,2344.45,2371.95,2373.36,2344.38,913920000.0,-0.0105
164,2020-08-28,2353.8,2362.22,2379.26,2345.28,1300000000.0,0.004
165,2020-08-31,2326.17,2377.09,2381.5,2326.06,1650000000.0,-0.011699999999999999
166,2020-09-01,2349.55,2340.19,2355.9,2331.23,1090000000.0,0.0101
167,2020-09-02,2364.37,2363.43,2369.57,2341.29,1430000000.0,0.0063
168,2020-09-03,2395.9,2383.26,2401.78,2382.23,981550000.0,0.013300000000000001
169,2020-09-04,2368.25,2332.68,2371.02,2332.68,1350000000.0,-0.0115
170,2020-09-07,2384.22,2369.85,2387.49,2362.42,1200000000.0,0.0067
171,2020-09-08,2401.91,2402.66,2407.56,2391.43,979360000.0,0.0074
172,2020-09-09,2375.81,2372.53,2388.85,2369.12,946250000.0,-0.0109
173,2020-09-10,2396.48,2404.83,2406.68,2388.56,1060000000.0,0.0087
174,2020-09-11,2396.69,2389.76,2397.56,2374.0,882880000.0,0.0001
175,2020-09-14,2427.91,2418.33,2429.07,2410.79,963080000.0,0.013000000000000001
176,2020-09-15,2443.58,2434.59,2444.57,2423.79,849970000.0,0.006500000000000001
177,2020-09-16,2435.92,2442.72,2450.53,2429.94,772940000.0,-0.0031
178,2020-09-17,2406.17,2430.77,2437.02,2398.69,853740000.0,-0.012199999999999999
179,2020-09-18,2412.4,2413.53,2417.81,2396.33,756520000.0,0.0026
180,2020-09-21,2389.39,2412.44,2427.17,2379.38,1040000000.0,-0.0095
181,2020-09-22,2332.59,2388.14,2388.49,2323.58,1050000000.0,-0.023799999999999998
182,2020-09-23,2333.24,2352.56,2354.46,2287.44,735040000.0,0.0003
183,2020-09-24,2272.7,2295.62,2309.74,2268.88,714880000.0,-0.0259
184,2020-09-25,2278.79,2295.19,2296.36,2267.63,697960000.0,0.0027
185,2020-09-28,2308.08,2301.16,2314.81,2291.32,605980000.0,0.0129
186,2020-09-29,2327.89,2331.51,2339.83,2320.04,646220000.0,0.0086
187,2020-10-05,2358.0,2330.55,2364.73,2327.83,763620000.0,0.0129
188,2020-10-06,2365.9,2369.17,2378.28,2355.39,861750000.0,0.0034000000000000002
189,2020-10-07,2386.94,2350.82,2387.45,2347.82,737990000.0,0.0089
190,2020-10-08,2391.96,2408.49,2409.01,2383.82,961730000.0,0.0021
191,2020-10-12,2403.73,2404.18,2409.42,2393.74,843570000.0,0.0049
192,2020-10-13,2403.15,2416.85,2418.89,2385.87,724920000.0,-0.0002
193,2020-10-14,2380.48,2403.74,2405.56,2375.54,901180000.0,-0.009399999999999999
194,2020-10-15,2361.21,2375.91,2376.73,2348.74,1170000000.0,-0.008100000000000001
195,2020-10-16,2341.53,2363.88,2370.73,2325.03,920200000.0,-0.0083
196,2020-10-19,2346.74,2352.92,2364.25,2344.77,931640000.0,0.0022
197,2020-10-20,2358.41,2333.56,2358.41,2322.06,874290000.0,0.005
198,2020-10-21,2370.86,2363.03,2371.74,2356.32,812840000.0,0.0053
199,2020-10-22,2355.05,2355.61,2360.22,2339.73,815610000.0,-0.0067
200,2020-10-23,2360.81,2364.84,2368.57,2344.49,890380000.0,0.0024
201,2020-10-26,2343.91,2366.5,2374.5,2342.58,822270000.0,-0.0072
202,2020-10-27,2330.84,2328.66,2349.33,2321.23,666940000.0,-0.005600000000000001
203,2020-10-28,2345.26,2324.18,2345.46,2316.47,705770000.0,0.0062
204,2020-10-29,2326.67,2312.34,2330.17,2299.91,509770000.0,-0.0079
205,2020-10-30,2267.15,2319.56,2320.2,2266.93,795590000.0,-0.0256
206,2020-11-02,2300.16,2276.61,2302.64,2267.95,678500000.0,0.0146
207,2020-11-03,2343.31,2315.81,2344.77,2315.3,887440000.0,0.018799999999999997
208,2020-11-04,2357.32,2361.32,2371.14,2339.95,986790000.0,0.006
209,2020-11-05,2413.79,2373.41,2413.79,2370.85,702040000.0,0.024
210,2020-11-06,2416.5,2421.79,2431.11,2404.97,825570000.0,0.0011
211,2020-11-09,2447.2,2438.63,2459.15,2434.52,1350000000.0,0.0127
212,2020-11-10,2452.83,2453.95,2457.94,2435.59,1460000000.0,0.0023
213,2020-11-11,2485.87,2459.5,2488.04,2459.5,1270000000.0,0.013500000000000002
214,2020-11-12,2475.62,2482.68,2488.79,2467.04,1280000000.0,-0.0040999999999999995
215,2020-11-13,2493.87,2470.12,2495.77,2460.96,1070000000.0000001,0.0074
216,2020-11-16,2543.03,2507.46,2546.37,2507.46,1240000000.0,0.0197
217,2020-11-17,2539.15,2544.12,2556.09,2533.34,1270000000.0,-0.0015
218,2020-11-18,2545.64,2548.85,2553.95,2536.78,923500000.0,0.0026
219,2020-11-19,2547.42,2536.89,2548.95,2529.53,976480000.0,0.0007000000000000001
220,2020-11-20,2553.5,2544.06,2558.21,2539.79,1130000000.0,0.0024
221,2020-11-23,2602.59,2560.04,2605.58,2553.7,1650000000.0,0.0192
222,2020-11-24,2617.76,2616.28,2628.52,2605.03,1360000000.0,0.0058
223,2020-11-25,2601.54,2637.34,2642.26,2583.41,1410000000.0,-0.0062
224,2020-11-26,2625.91,2605.73,2625.97,2592.43,1390000000.0,0.009399999999999999
225,2020-11-27,2633.45,2624.8,2635.0,2618.47,1200000000.0,0.0029
226,2020-11-30,2591.34,2648.05,2648.66,2591.34,1310000000.0,-0.016
227,2020-12-01,2634.25,2613.42,2638.87,2611.67,1150000000.0,0.0166
228,2020-12-02,2675.9,2645.88,2677.26,2644.53,1080000000.0,0.0158
229,2020-12-03,2696.22,2686.38,2696.22,2672.85,817070000.0,0.0076
230,2020-12-04,2731.45,2705.34,2742.77,2705.34,1780000000.0,0.0131
231,2020-12-07,2745.44,2738.11,2754.01,2711.42,1500000000.0,0.0051
232,2020-12-08,2700.93,2745.13,2747.45,2700.92,1420000000.0,-0.016200000000000003
233,2020-12-09,2755.47,2703.3,2755.47,2703.3,1250000000.0,0.0202
234,2020-12-10,2746.46,2750.34,2765.46,2718.7,1230000000.0,-0.0033
235,2020-12-11,2770.06,2754.16,2781.04,2754.16,1220000000.0,0.0086
236,2020-12-14,2762.2,2769.43,2782.79,2755.29,1110000000.0,-0.0028000000000000004
237,2020-12-15,2756.82,2763.65,2769.37,2735.08,1090000000.0,-0.0019
238,2020-12-16,2771.79,2763.64,2781.08,2761.5,1170000000.0,0.0054
239,2020-12-17,2770.43,2769.89,2772.71,2742.25,1020000000.0,-0.0005
240,2020-12-18,2772.18,2770.95,2782.15,2762.8,1060000000.0,0.0006
241,2020-12-21,2778.65,2771.98,2780.24,2747.09,1140000000.0,0.0023
242,2020-12-22,2733.68,2772.03,2774.22,2733.64,1260000000.0,-0.016200000000000003
243,2020-12-23,2759.82,2737.74,2769.08,2716.28,1120000000.0,0.0096
244,2020-12-24,2806.86,2762.6,2812.16,2762.6,1030000000.0,0.017
